,Job_title,Annual_salary,Age,Sex,Race,Experience_years
919,Trooper,53241.96,25,M,HISPA,4.306727721992923
920,Trooper,53241.96,38,M,HISPA,3.808428646721014
921,Trooper,64918.92,29,F,HISPA,6.472412164520832
922,Probationary Trooper,44082.0,38,M,HISPA,2.5818463075901628
923,Trooper,53241.96,29,M,HISPA,4.977514938705107
924,Trooper,64918.92,30,M,HISPA,8.936528470810488
925,Trooper,53241.96,24,M,HISPA,4.876212379446532
926,Trooper,79323.0,47,F,WHITE,22.721890250997625
927,Trooper,64918.92,28,M,HISPA,6.970711239792741
928,"Lieutenant, Public Safety",95191.92,48,M,HISPA,26.95469448380186
929,Trooper,53241.96,28,F,HISPA,3.808428646721014
930,Trooper,53241.96,27,M,HISPA,5.974113089248924
931,Trooper,64918.92,31,F,WHITE,6.970711239792741
932,Corporal,69540.96,35,M,WHITE,11.26374942675072
933,Trooper,72612.96,53,M,WHITE,15.937356687680102
934,Trooper,53241.96,25,M,WHITE,5.475814013977015
935,Trooper,69540.96,36,F,HISPA,13.256945727838353
936,Trooper,75967.92,47,M,BLACK,22.204425826676797
937,Probationary Trooper,44082.0,22,M,WHITE,2.9843186376174735
938,Trooper,53241.96,34,M,HISPA,4.306727721992923
939,Trooper,53241.96,26,M,HISPA,4.479215863433199
940,Trooper,64918.92,27,M,HISPA,6.472412164520832
941,"Sergeant, Public Safety",80820.96,42,M,HISPA,16.91752739618199
942,Trooper,53241.96,35,M,HISPA,3.98091678816129
943,Probationary Trooper,44082.0,25,M,HISPA,2.5818463075901628
944,Trooper,64918.92,28,M,HISPA,7.945406134280649
945,Trooper,79323.0,53,M,HISPA,21.380315817573255
946,Trooper,64918.92,37,F,HISPA,9.37733149893564
947,Corporal,69540.96,46,M,HISPA,12.260347577294537
948,Corporal,69540.96,38,M,HISPA,11.762048502022628
949,Trooper,64918.92,39,M,HISPA,5.533310061123774
950,Trooper,64918.92,36,M,WHITE,8.936528470810488
951,Trooper,53241.96,24,M,HISPA,3.98091678816129
952,Trooper,64918.92,34,M,HISPA,8.936528470810488
953,Trooper,69540.96,50,M,HISPA,13.793575501208101
954,Trooper,53241.96,24,M,HISPA,3.808428646721014
955,Trooper,64918.92,27,M,HISPA,7.945406134280649
956,Trooper,75967.92,52,F,HISPA,9.957767784417202
957,Trooper,53241.96,25,F,HISPA,3.4826177128893816
958,Trooper,53241.96,27,F,HISPA,4.977514938705107
959,"Sergeant, Public Safety",80820.96,41,M,HISPA,16.244002272462815
960,Trooper,69540.96,43,M,HISPA,13.946898293599459
961,Probationary Trooper,44082.0,23,M,HISPA,2.9843186376174735
962,"Lieutenant, Public Safety",85776.96,31,M,HISPA,10.4588047666961
963,"Lieutenant, Public Safety",95191.92,64,M,HISPA,40.000821372102095
964,Trooper,53241.96,26,M,WHITE,4.977514938705107
965,Trooper,69540.96,39,M,WHITE,13.793575501208101
966,Trooper,64918.92,29,M,WHITE,6.472412164520832
967,Trooper,75967.92,41,M,BLACK,20.287890921784843
968,Trooper,64918.92,34,M,WHITE,9.826348248081754
969,Probationary Trooper,44082.0,22,M,WHITE,2.9843186376174735
970,Trooper,64918.92,35,M,WHITE,7.811248690938212
971,Trooper,79323.0,64,M,WHITE,13.087195493405067
972,Trooper,64918.92,40,M,WHITE,5.475814013977015
973,"Sergeant, Public Safety",86494.92,45,F,WHITE,26.073088427551557
974,Trooper,79323.0,45,M,WHITE,25.17231702225234
975,Trooper,72612.96,52,M,WHITE,16.244002272462815
976,Trooper,69540.96,35,M,WHITE,13.256945727838353
977,"Sergeant, Public Safety",84390.96,39,M,WHITE,18.58765067044498
978,Corporal,75967.92,50,F,HISPA,25.11755888211257
979,Trooper,53241.96,29,M,HISPA,3.98091678816129
980,"Lieutenant, Public Safety",95191.92,53,M,BLACK,32.20600012320582
981,Trooper,64918.92,50,M,WHITE,3.808428646721014
982,Trooper,53241.96,28,M,WHITE,4.479215863433199
983,Trooper,64918.92,30,M,WHITE,6.472412164520832
984,"Sergeant, Public Safety",86494.92,55,M,WHITE,30.768598944536848
985,"Sergeant, Public Safety",77638.92,32,M,WHITE,11.931798736455915
986,Trooper,53241.96,40,M,WHITE,4.479215863433199
987,Trooper,69540.96,34,M,WHITE,10.551893604933708
988,Trooper,72612.96,44,M,WHITE,17.221435073957714
989,Trooper,64918.92,43,M,WHITE,6.970711239792741
990,Trooper,75967.92,43,M,WHITE,21.26532372327974
991,"Sergeant, Public Safety",77638.92,33,M,WHITE,13.256945727838353
992,Trooper,72612.96,39,M,WHITE,16.91752739618199
993,Corporal,69540.96,48,M,BLACK,12.758646652566446
994,Probationary Trooper,44082.0,28,M,HISPA,2.9843186376174735
995,Probationary Trooper,44082.0,26,M,HISPA,3.6167751562318187
996,Trooper,79323.0,48,M,WHITE,26.073088427551557
997,Trooper,53241.96,26,M,WHITE,3.4826177128893816
998,Trooper,53241.96,23,M,BLACK,3.4826177128893816
999,Trooper,69540.96,40,M,WHITE,12.758646652566446
1000,Trooper,64918.92,35,M,WHITE,9.37733149893564
1001,Trooper,53241.96,30,M,WHITE,4.306727721992923
1002,Corporal,64918.92,30,M,HISPA,8.443705209552558
1003,Trooper,53241.96,31,M,HISPA,4.479215863433199
1004,Trooper,53241.96,28,M,HISPA,5.3580840126765095
1005,Trooper,64918.92,31,M,HISPA,4.479215863433199
1006,Trooper,53241.96,35,M,HISPA,3.98091678816129
1007,Trooper,64918.92,29,M,HISPA,6.472412164520832
1008,Trooper,72612.96,46,M,HISPA,17.221435073957714
1009,Trooper,79323.0,64,M,HISPA,15.915453431624195
1010,Trooper,53241.96,39,M,HISPA,4.977514938705107
1011,Trooper,69540.96,40,M,HISPA,13.618349452760837
1012,Corporal,75967.92,46,F,HISPA,19.33509928335284
1013,Trooper,69540.96,34,M,HISPA,13.946898293599459
1014,Trooper,64918.92,36,F,HISPA,6.970711239792741
1015,Trooper,53241.96,36,M,HISPA,4.977514938705107
1016,Trooper,53241.96,34,M,HISPA,4.306727721992923
1017,Trooper,53241.96,29,M,HISPA,4.977514938705107
1018,Trooper,53241.96,27,M,HISPA,6.472412164520832
1019,"Sergeant, Public Safety",86494.92,44,M,HISPA,22.45357536431275
1020,"Captain, Public Safety",104331.0,37,M,HISPA,17.221435073957714
1021,Trooper,75967.92,42,M,HISPA,18.98464718645831
1022,Trooper,69540.96,35,M,HISPA,11.762048502022628
1023,Trooper,64918.92,29,M,HISPA,3.6167751562318187
1024,Probationary Trooper,44082.0,23,M,HISPA,2.9843186376174735
1025,Trooper,53241.96,32,M,HISPA,3.4826177128893816
1026,Trooper,64918.92,31,M,HISPA,6.472412164520832
1027,Trooper,69540.96,37,M,HISPA,10.516300813842857
1028,"Sergeant, Public Safety",86494.92,46,M,HISPA,22.45357536431275
1029,Trooper,64918.92,32,M,HISPA,3.6167751562318187
1030,Trooper,64918.92,34,M,HISPA,3.6167751562318187
1031,Corporal,72612.96,42,M,HISPA,14.828504349849757
1032,Trooper,53241.96,26,M,HISPA,4.977514938705107
1033,Trooper,53241.96,24,M,HISPA,3.98091678816129
1034,Trooper,53241.96,32,M,HISPA,3.98091678816129
1035,Trooper,64918.92,30,M,HISPA,6.970711239792741
1036,Trooper,64918.92,36,M,HISPA,12.632702930244974
1037,"Sergeant, Public Safety",72711.0,29,M,HISPA,8.443705209552558
1038,Trooper,53241.96,24,M,HISPA,3.98091678816129
1039,Trooper,53241.96,37,F,HISPA,5.475814013977015
1040,Corporal,64918.92,37,M,HISPA,8.936528470810488
1041,Trooper,53241.96,27,F,HISPA,4.977514938705107
1042,Trooper,69540.96,37,M,HISPA,7.6524500845328784
1043,Trooper,69540.96,40,M,HISPA,13.4841920094184
1044,Corporal,79323.0,65,M,HISPA,17.506177402684518
1045,"Sergeant, Public Safety",77638.92,44,M,HISPA,12.758646652566446
1046,Trooper,69540.96,35,M,HISPA,12.621751302217021
1047,"Sergeant, Public Safety",77638.92,32,M,HISPA,10.4588047666961
1048,Trooper,53241.96,29,M,BLACK,4.306727721992923
1049,Trooper,64918.92,33,F,WHITE,6.970711239792741
1050,Trooper,64918.92,30,M,WHITE,3.6167751562318187
1051,Trooper,69540.96,43,M,WHITE,13.793575501208101
1052,Corporal,72612.96,43,M,WHITE,15.937356687680102
1053,Probationary Trooper,44082.0,22,M,WHITE,2.5818463075901628
1054,Trooper,72612.96,45,M,WHITE,15.937356687680102
1055,"Sergeant, Public Safety",80820.96,38,M,WHITE,16.91752739618199
1056,Trooper,53241.96,37,M,WHITE,4.306727721992923
1057,Trooper,53241.96,31,M,HISPA,4.298514000971957
1058,Trooper,75967.92,50,F,HISPA,18.98464718645831
1059,Trooper,53241.96,27,M,HISPA,5.974113089248924
1060,Trooper,53241.96,26,F,HISPA,5.974113089248924
1061,Probationary Trooper,44082.0,26,M,HISPA,2.5818463075901628
1062,Trooper,64918.92,26,M,WHITE,4.479215863433199
1063,Corporal,64918.92,32,M,HISPA,7.945406134280649
1064,Trooper,64918.92,29,M,HISPA,5.533310061123774
1065,"Lieutenant, Public Safety",95191.92,54,M,WHITE,33.950046886657496
1066,Trooper,53241.96,24,M,WHITE,3.98091678816129
1067,Trooper,69540.96,50,M,WHITE,10.401308719549341
1068,Trooper,53241.96,23,M,HISPA,4.977514938705107
1069,Corporal,79323.0,55,M,BLACK,26.073088427551557
1070,"Lieutenant, Public Safety",92859.96,50,M,WHITE,22.204425826676797
1071,"Lieutenant, Public Safety",95191.92,48,M,WHITE,26.073088427551557
1072,Corporal,75967.92,49,M,WHITE,18.98464718645831
1073,Trooper,53241.96,27,M,WHITE,4.977514938705107
1074,Trooper,53241.96,29,M,BLACK,4.479215863433199
1075,Trooper,72612.96,39,M,WHITE,18.19886787545261
1076,Probationary Trooper,44082.0,34,M,WHITE,2.5818463075901628
1077,Trooper,53241.96,39,M,WHITE,5.974113089248924
1078,Trooper,72612.96,40,M,WHITE,16.244002272462815
1079,"Sergeant, Public Safety",86494.92,49,M,WHITE,26.95469448380186
1080,Trooper,75967.92,41,M,WHITE,18.56300950738208
1081,Trooper,72612.96,41,M,WHITE,17.221435073957714
1082,Trooper,64918.92,32,M,BLACK,3.98091678816129
1083,Trooper,53241.96,29,M,BLACK,3.4826177128893816
1084,"Captain, Public Safety",106405.92,40,M,WHITE,18.98464718645831
1085,Corporal,69540.96,30,M,WHITE,11.26374942675072
1086,Corporal,72612.96,58,M,WHITE,17.221435073957714
1087,Trooper,53241.96,26,M,WHITE,4.479215863433199
1088,Trooper,69540.96,34,F,WHITE,13.946898293599459
1089,Trooper,64918.92,33,M,WHITE,7.945406134280649
1090,Trooper,53241.96,31,M,WHITE,3.808428646721014
1091,Trooper,53241.96,25,M,WHITE,3.808428646721014
1092,Trooper,69540.96,41,M,WHITE,12.260347577294537
1093,Trooper,75967.92,41,F,WHITE,18.58765067044498
1094,Trooper,75967.92,46,M,HISPA,20.287890921784843
1095,Corporal,69540.96,37,M,HISPA,11.26374942675072
1096,"Sergeant, Public Safety",86494.92,43,M,HISPA,22.45357536431275
1097,Trooper,53241.96,34,M,ASIAN,4.479215863433199
1098,Trooper,69540.96,40,M,HISPA,11.762048502022628
1099,Trooper,53241.96,26,M,HISPA,5.475814013977015
1100,Trooper,53241.96,27,M,HISPA,4.306727721992923
1101,Trooper,69540.96,32,M,HISPA,10.401308719549341
1102,Trooper,75967.92,60,F,HISPA,18.58765067044498
1103,Trooper,69540.96,53,M,HISPA,12.758646652566446
1104,Trooper,64918.92,32,M,HISPA,11.797641293113479
1105,"Lieutenant, Public Safety",95191.92,50,M,WHITE,23.96490003217041
1106,Trooper,53241.96,26,M,WHITE,4.479215863433199
1107,"Sergeant, Public Safety",86494.92,47,M,WHITE,27.26134006858457
1108,Trooper,64918.92,28,M,WHITE,6.970711239792741
1109,Trooper,69540.96,55,M,WHITE,11.510161057379687
1110,Trooper,53241.96,36,M,ASIAN,4.479215863433199
1111,Trooper,53241.96,40,M,HISPA,3.98091678816129
1112,Trooper,53241.96,29,M,HISPA,5.475814013977015
1113,Trooper,53241.96,32,M,HISPA,5.974113089248924
1114,Trooper,64918.92,27,M,HISPA,7.469010315064649
1115,Trooper,64918.92,34,M,ASIAN,4.479215863433199
1116,Trooper,64918.92,32,M,HISPA,3.6167751562318187
1117,Trooper,72612.96,36,M,HISPA,16.244002272462815
1118,Trooper,75967.92,49,M,WHITE,22.204425826676797
1119,Trooper,64918.92,27,M,HISPA,7.830414039987132
1120,Trooper,69540.96,33,M,HISPA,13.256945727838353
1121,Trooper,69540.96,42,M,HISPA,13.656680150858676
1122,Trooper,75967.92,48,M,BLACK,18.58765067044498
1123,Trooper,69540.96,34,M,WHITE,13.946898293599459
1124,Trooper,53241.96,24,M,HISPA,3.808428646721014
1125,Trooper,64918.92,28,M,HISPA,6.472412164520832
1126,Trooper,53241.96,27,M,WHITE,4.306727721992923
1127,Trooper,72612.96,44,M,WHITE,14.828504349849757
1128,Trooper,64918.92,28,M,WHITE,7.945406134280649
1129,Trooper,72612.96,44,M,WHITE,16.91752739618199
1130,Trooper,79323.0,52,M,BLACK,24.846506088420707
1131,Trooper,64918.92,30,M,WHITE,7.469010315064649
1132,Trooper,69540.96,36,M,WHITE,13.256945727838353
1133,Trooper,53241.96,30,M,WHITE,5.475814013977015
1134,Trooper,53241.96,37,F,WHITE,4.977514938705107
1135,Trooper,75967.92,47,M,WHITE,20.287890921784843
1136,Trooper,75967.92,49,M,WHITE,18.58765067044498
1137,Trooper,69540.96,47,M,WHITE,10.516300813842857
1138,Trooper,64918.92,33,M,WHITE,4.977514938705107
1139,Corporal,69540.96,32,M,WHITE,11.762048502022628
1140,"Sergeant, Public Safety",72711.0,29,M,WHITE,7.945406134280649
1141,Trooper,53241.96,24,M,WHITE,4.876212379446532
1142,Trooper,72612.96,44,M,WHITE,16.91752739618199
1143,Trooper,53241.96,24,M,WHITE,3.4826177128893816
1144,Trooper,64918.92,29,M,WHITE,6.472412164520832
1145,Trooper,69540.96,37,M,WHITE,11.762048502022628
1146,Trooper,64918.92,26,F,WHITE,6.472412164520832
1147,Trooper,79323.0,52,M,WHITE,26.073088427551557
1148,Trooper,64918.92,41,M,HISPA,3.4826177128893816
1149,"Sergeant, Public Safety",80820.96,45,M,WHITE,18.19886787545261
1150,Corporal,64918.92,28,M,WHITE,6.970711239792741
1151,Trooper,64918.92,31,M,WHITE,6.472412164520832
1152,Trooper,69540.96,44,M,WHITE,12.260347577294537
1153,Trooper,64918.92,31,M,WHITE,6.970711239792741
1154,Trooper,64918.92,30,M,WHITE,6.472412164520832
1155,"Sergeant, Public Safety",86494.92,55,M,WHITE,26.95469448380186
1156,Trooper,53241.96,26,M,WHITE,3.4853556198963704
1157,"Sergeant, Public Safety",80820.96,39,M,WHITE,18.19886787545261
1158,Trooper,75967.92,55,M,BLACK,20.901182091350268
1159,Trooper,72612.96,45,M,WHITE,14.828504349849757
1160,"Captain, Public Safety",107682.0,44,M,WHITE,25.17231702225234
1161,Corporal,72612.96,35,M,WHITE,14.828504349849757
1162,Trooper,64918.92,31,M,WHITE,3.6167751562318187
1163,Trooper,69540.96,47,M,WHITE,12.260347577294537
1164,Trooper,53241.96,27,M,WHITE,4.977514938705107
1165,Trooper,53241.96,49,M,BLACK,3.98091678816129
1166,Corporal,64918.92,32,M,BLACK,10.149421274906398
1167,Trooper,64918.92,30,M,WHITE,7.469010315064649
1168,Trooper,53241.96,26,M,WHITE,3.808428646721014
1169,"Sergeant, Public Safety",84390.96,46,M,WHITE,18.69716695072452
1170,Trooper,53241.96,26,F,WHITE,5.974113089248924
1171,Trooper,69540.96,37,M,WHITE,10.401308719549341
1172,"Sergeant, Public Safety",72711.0,33,M,WHITE,9.37733149893564
1173,Trooper,72612.96,38,M,WHITE,16.244002272462815
1174,Trooper,53241.96,26,M,WHITE,4.306727721992923
1175,"Sergeant, Public Safety",80820.96,36,M,WHITE,16.244002272462815
1176,Trooper,53241.96,26,F,WHITE,4.479215863433199
1177,"Lieutenant, Public Safety",95191.92,51,M,WHITE,26.95469448380186
1178,Trooper,53241.96,24,M,WHITE,3.4826177128893816
1179,Corporal,79323.0,47,M,WHITE,25.862269588013444
1180,Corporal,69540.96,50,M,BLACK,11.26374942675072
1181,Trooper,79323.0,47,F,BLACK,23.277685373416293
1182,Trooper,64918.92,30,M,WHITE,8.936528470810488
1183,"Lieutenant, Public Safety",95191.92,44,M,WHITE,22.45357536431275
1184,Trooper,69540.96,35,M,WHITE,13.946898293599459
1185,Trooper,75967.92,46,M,WHITE,18.58765067044498
1186,Trooper,69540.96,39,M,WHITE,13.618349452760837
1187,Trooper,64918.92,35,M,HISPA,7.945406134280649
1188,Trooper,69540.96,42,M,WHITE,11.26374942675072
1189,Trooper,69540.96,35,M,WHITE,13.445861311320561
1190,Trooper,64918.92,36,M,WHITE,10.094663134766627
1191,Trooper,53241.96,30,M,WHITE,6.201359370828969
1192,Trooper,53241.96,23,F,HISPA,3.98091678816129
1193,Trooper,53241.96,24,M,WHITE,5.475814013977015
1194,Probationary Trooper,44082.0,36,M,WHITE,2.9843186376174735
1195,Trooper,64918.92,30,M,WHITE,7.945406134280649
1196,Trooper,69540.96,33,M,HISPA,12.260347577294537
1197,Trooper,69540.96,32,M,WHITE,12.260347577294537
1198,Trooper,53241.96,26,M,WHITE,5.974113089248924
1199,Trooper,53241.96,25,M,WHITE,3.4826177128893816
1200,"Sergeant, Public Safety",86494.92,53,M,BLACK,34.56060014921593
1201,"Sergeant, Public Safety",80820.96,38,M,WHITE,16.91752739618199
1202,"Sergeant, Public Safety",84390.96,48,M,WHITE,19.33509928335284
1203,Trooper,64918.92,30,M,WHITE,6.970711239792741
1204,Trooper,53241.96,42,M,WHITE,3.808428646721014
1205,Trooper,64918.92,39,M,WHITE,3.98091678816129
1206,Trooper,64918.92,31,M,WHITE,8.936528470810488
1207,Trooper,53241.96,29,M,BLACK,4.479215863433199
1208,Trooper,64918.92,32,M,WHITE,7.945406134280649
1209,Trooper,75967.92,44,M,WHITE,21.26532372327974
1210,Trooper,64918.92,35,M,BLACK,7.469010315064649
1211,Trooper,53241.96,26,F,BLACK,4.306727721992923
1212,Trooper,53241.96,25,M,WHITE,3.808428646721014
1213,"Sergeant, Public Safety",84390.96,45,M,WHITE,20.287890921784843
1214,Trooper,75967.92,55,M,WHITE,18.56300950738208
1215,"Sergeant, Public Safety",80820.96,47,M,WHITE,17.840202057537116
1216,Trooper,79323.0,46,M,WHITE,25.862269588013444
1217,Probationary Trooper,44082.0,27,M,WHITE,2.5818463075901628
1218,Trooper,64918.92,44,M,WHITE,7.945406134280649
1219,Trooper,75967.92,52,M,BLACK,20.287890921784843
1220,Trooper,72612.96,42,M,WHITE,17.840202057537116
1221,Trooper,79323.0,48,M,WHITE,26.95469448380186
1222,Trooper,53241.96,26,M,WHITE,4.805026797264831
1223,"Sergeant, Public Safety",72711.0,31,M,WHITE,8.936528470810488
1224,Trooper,75967.92,44,M,WHITE,20.287890921784843
1225,Trooper,53241.96,29,M,WHITE,5.974113089248924
1226,Trooper,64918.92,34,M,WHITE,8.085039391637062
1227,Probationary Trooper,44082.0,29,M,AMIND,2.9843186376174735
1228,Trooper,64918.92,39,M,WHITE,7.469010315064649
1229,"Sergeant, Public Safety",72711.0,26,M,HISPA,5.475814013977015
1230,Corporal,72612.96,48,M,HISPA,19.504849517786127
1231,Trooper,69540.96,39,M,HISPA,12.260347577294537
1232,"Lieutenant, Public Safety",95191.92,58,M,HISPA,24.846506088420707
1233,Trooper,72612.96,40,M,HISPA,15.937356687680102
1234,Trooper,53241.96,25,M,HISPA,3.4826177128893816
1235,Trooper,53241.96,46,M,HISPA,4.977514938705107
1236,Trooper,53241.96,22,F,WHITE,3.808428646721014
1237,Trooper,69540.96,43,M,HISPA,3.7126019014764164
1238,Trooper,64918.92,30,M,HISPA,6.472412164520832
1239,Trooper,53241.96,22,M,HISPA,3.808428646721014
1240,Trooper,64918.92,47,M,BLACK,7.469010315064649
1241,Trooper,69540.96,36,M,HISPA,11.970129434553755
1242,Trooper,53241.96,50,M,HISPA,3.98091678816129
1243,Trooper,72612.96,39,M,HISPA,6.393012861318165
1244,Probationary Trooper,44082.0,24,M,HISPA,2.5818463075901628
1245,Trooper,53241.96,25,M,HISPA,4.306727721992923
1246,Trooper,53241.96,27,M,HISPA,4.306727721992923
1247,Probationary Trooper,44082.0,25,F,HISPA,2.5818463075901628
1248,"Lieutenant, Public Safety",85776.96,49,M,HISPA,11.26374942675072
1249,Probationary Trooper,44082.0,29,M,HISPA,2.5818463075901628
1250,Trooper,53241.96,25,M,HISPA,4.306727721992923
1251,"Sergeant, Public Safety",77638.92,44,M,HISPA,13.946898293599459
1252,Probationary Trooper,44082.0,25,M,HISPA,2.9843186376174735
1253,"Sergeant, Public Safety",72711.0,32,M,HISPA,6.970711239792741
1254,Trooper,53241.96,27,M,HISPA,4.977514938705107
1255,Trooper,53241.96,37,M,HISPA,3.98091678816129
1256,Trooper,64918.92,30,M,WHITE,6.472412164520832
1257,"Major, Public Safety",116473.92,43,M,WHITE,23.277685373416293
1258,Trooper,79323.0,56,M,WHITE,7.657925898546856
1259,"Sergeant, Public Safety",80820.96,36,M,WHITE,16.167340876267136
1260,Probationary Trooper,44082.0,31,F,BLACK,2.9843186376174735
1261,Trooper,53241.96,29,M,HISPA,4.479215863433199
1262,"Sergeant, Public Safety",77638.92,36,M,WHITE,13.946898293599459
1263,Trooper,64918.92,33,M,WHITE,6.472412164520832
1264,Trooper,53241.96,33,F,WHITE,3.808428646721014
1265,Probationary Trooper,44082.0,29,M,WHITE,2.5818463075901628
1266,Trooper,64918.92,30,M,WHITE,7.945406134280649
1267,Corporal,79323.0,51,M,WHITE,26.073088427551557
1268,Trooper,69540.96,35,M,BLACK,11.26374942675072
1269,Trooper,53241.96,34,M,WHITE,5.974113089248924
1270,Trooper,64918.92,54,M,WHITE,10.094663134766627
1271,Trooper,69540.96,34,M,WHITE,11.762048502022628
1272,Trooper,53241.96,25,M,WHITE,4.977514938705107
1273,Corporal,69540.96,34,M,HISPA,11.762048502022628
1274,"Sergeant, Public Safety",86494.92,58,M,HISPA,24.846506088420707
1275,Trooper,79323.0,61,M,HISPA,13.002320376188424
1276,"Sergeant, Public Safety",77638.92,51,F,HISPA,14.519120858060056
1277,Corporal,69540.96,33,M,HISPA,13.256945727838353
1278,"Sergeant, Public Safety",77638.92,38,M,HISPA,13.256945727838353
1279,Trooper,72612.96,43,M,HISPA,16.244002272462815
1280,Trooper,53241.96,30,M,WHITE,4.805026797264831
1281,"Sergeant, Public Safety",84390.96,39,M,WHITE,18.56300950738208
1282,Trooper,75967.92,46,M,WHITE,18.58765067044498
1283,"Sergeant, Public Safety",86494.92,62,M,WHITE,13.615611545753849
1284,Trooper,69540.96,32,M,WHITE,11.893468038358078
1285,Trooper,53241.96,48,M,WHITE,4.479215863433199
1286,Trooper,64918.92,46,M,WHITE,4.977514938705107
1287,Trooper,79323.0,44,M,WHITE,24.846506088420707
1288,Corporal,64918.92,30,F,WHITE,8.443705209552558
1289,Trooper,53241.96,24,M,AMIND,3.98091678816129
1290,Trooper,64918.92,34,M,HISPA,6.472412164520832
1291,Trooper,64918.92,27,M,HISPA,6.970711239792741
1292,Trooper,53241.96,33,M,WHITE,3.808428646721014
1293,Trooper,64918.92,38,M,WHITE,6.970711239792741
1294,Trooper,72612.96,48,M,WHITE,10.204179415046168
1295,Trooper,53241.96,34,M,WHITE,4.479215863433199
1296,Trooper,53241.96,24,M,WHITE,4.977514938705107
1297,Trooper,64918.92,35,M,WHITE,9.37733149893564
1298,Trooper,72612.96,45,M,WHITE,17.840202057537116
1299,Trooper,69540.96,43,M,WHITE,13.256945727838353
1300,Corporal,79323.0,51,M,WHITE,23.277685373416293
1301,Trooper,75967.92,45,M,HISPA,18.56300950738208
1302,Trooper,69540.96,37,M,WHITE,13.580018754662998
1303,Trooper,75967.92,43,F,WHITE,18.56300950738208
1304,"Lieutenant, Public Safety",89073.96,37,M,WHITE,14.828504349849757
1305,Trooper,75967.92,41,M,WHITE,18.56300950738208
1306,"Sergeant, Public Safety",77638.92,45,M,HISPA,14.461624810913298
1307,Probationary Trooper,44082.0,22,M,WHITE,2.9843186376174735
1308,"Sergeant, Public Safety",72711.0,31,M,WHITE,10.226082671102075
1309,"Sergeant, Public Safety",77638.92,32,M,WHITE,10.516300813842857
1310,Trooper,69540.96,36,M,WHITE,13.946898293599459
1311,Trooper,53241.96,31,M,WHITE,3.98091678816129
1312,Trooper,69540.96,41,M,WHITE,13.946898293599459
1313,Trooper,75967.92,50,M,WHITE,18.98464718645831
1314,Trooper,53241.96,31,M,WHITE,3.98091678816129
1315,Trooper,64918.92,35,F,HISPA,7.469010315064649
1316,"Sergeant, Public Safety",72711.0,33,M,BLACK,7.945406134280649
1317,Corporal,69540.96,38,M,WHITE,13.946898293599459
1318,Trooper,53241.96,24,M,BLACK,3.98091678816129
1319,Trooper,64918.92,32,M,AMIND,7.469010315064649
1320,Trooper,69540.96,36,M,HISPA,10.401308719549341
1321,Trooper,64918.92,27,M,WHITE,6.472412164520832
1322,Trooper,72612.96,38,M,WHITE,15.937356687680102
1323,"Lieutenant, Public Safety",92859.96,46,M,WHITE,18.160537177354772
1324,Corporal,75967.92,45,M,WHITE,18.58765067044498
1325,Trooper,64918.92,57,M,WHITE,6.970711239792741
1326,Trooper,64918.92,35,M,WHITE,8.443705209552558
1327,Trooper,64918.92,46,M,WHITE,4.805026797264831
1328,Probationary Trooper,44082.0,21,M,WHITE,2.5818463075901628
1329,Trooper,79323.0,48,M,WHITE,23.277685373416293
1330,Probationary Trooper,44082.0,22,M,WHITE,2.5818463075901628
1331,Trooper,64918.92,27,M,WHITE,8.2903824171612
1332,Trooper,53241.96,29,M,HISPA,3.808428646721014
1333,Trooper,64918.92,30,M,WHITE,9.37733149893564
1334,Trooper,64918.92,26,M,WHITE,6.970711239792741
1335,Trooper,53241.96,28,M,WHITE,5.626398899361384
1336,Corporal,75967.92,49,M,BLACK,22.204425826676797
1337,"Sergeant, Public Safety",80820.96,45,M,WHITE,17.221435073957714
1338,Trooper,64918.92,31,M,WHITE,6.970711239792741
1339,"Sergeant, Public Safety",77638.92,38,M,WHITE,13.946898293599459
1340,Trooper,75967.92,41,M,WHITE,21.26532372327974
1341,Trooper,53241.96,32,M,WHITE,3.98091678816129
1342,Trooper,72612.96,42,M,WHITE,16.244002272462815
1343,Probationary Trooper,44082.0,24,F,WHITE,2.9843186376174735
1344,Trooper,53241.96,30,M,BLACK,3.808428646721014
1345,"Sergeant, Public Safety",80820.96,41,M,WHITE,15.937356687680102
1346,Trooper,64918.92,40,M,HISPA,5.533310061123774
1347,Corporal,75967.92,52,M,HISPA,22.204425826676797
1348,Trooper,53241.96,26,M,WHITE,4.306727721992923
1349,Trooper,64918.92,32,F,WHITE,8.443705209552558
1350,Trooper,53241.96,29,M,WHITE,3.4826177128893816
1351,Trooper,53241.96,30,M,WHITE,4.479215863433199
1352,Trooper,64918.92,50,M,WHITE,6.472412164520832
1353,Trooper,69540.96,41,M,WHITE,18.69716695072452
1354,"Sergeant, Public Safety",86494.92,49,M,WHITE,22.45357536431275
1355,Trooper,53241.96,32,M,WHITE,4.479215863433199
1356,Trooper,53241.96,25,M,WHITE,4.6298007488175665
1357,Trooper,53241.96,28,M,BLACK,4.805026797264831
1358,Trooper,53241.96,25,M,WHITE,4.977514938705107
1359,Trooper,75967.92,53,M,BLACK,20.901182091350268
1360,Trooper,64918.92,27,M,WHITE,6.472412164520832
1361,Trooper,53241.96,34,M,HISPA,5.475814013977015
1362,Trooper,53241.96,24,M,HISPA,3.98091678816129
1363,"Major, Public Safety",116473.92,54,M,WHITE,20.287890921784843
